sharpe_ratio,win_rate,max_drawdown_pct,total_return,total_trades,avg_pnl,profit_factor,trades_per_day,trading_days,AMOUNT_THRESH_WAN,FENGXIAN_THRESH,MACD_BAR_THRESH,MA_ABOVE,ZHANGDIE_THRESH
5.564958857331667,54.54545454545454,8.34621329211752,12.939999999999959,154,0.08402597402597378,1.6687338501291973,2.2318840579710146,69,2000,75,0.02,0.1,60
5.562525882357012,54.61538461538461,15.622457282343522,11.959999999999981,130,0.09199999999999992,1.7314984709480117,2.1311475409836067,61,2000,70,0.04,0.15,60
5.562525882357012,54.61538461538461,15.622457282343522,11.959999999999981,130,0.09199999999999992,1.7314984709480117,2.1311475409836067,61,2000,75,0.04,0.15,60
5.561680460648909,54.807692307692314,13.661202185792412,10.289999999999946,104,0.0989423076923072,1.8070588235294078,1.9622641509433962,53,5000,75,0.02,0.1,60
5.55331507568477,54.90196078431373,8.263198163733806,13.06999999999994,153,0.08542483660130686,1.6860892388451416,2.217391304347826,69,2000,80,0.02,0.1,60
5.545265247721312,54.91803278688525,12.437810945273668,11.419999999999986,122,0.09360655737704913,1.7537953795379535,2.033333333333333,60,2500,85,0.04,0.1,60
5.541711325224833,57.73195876288659,20.57998129092632,10.539999999999935,97,0.10865979381443236,1.9625570776255652,1.7962962962962963,54,4000,80,0.04,0.2,60
5.538135732663262,54.19354838709678,10.6119287374129,12.649999999999952,155,0.0816129032258062,1.6437659033078862,2.246376811594203,69,2000,70,0.02,0.1,60
5.508195626548217,55.140186915887845,16.8181818181818,10.379999999999955,107,0.09700934579439212,1.7954022988505716,1.9454545454545455,55,4500,70,0.04,0.05,60
5.508195626548217,55.140186915887845,16.8181818181818,10.379999999999955,107,0.09700934579439212,1.7954022988505716,1.9454545454545455,55,4500,75,0.04,0.05,60
5.5033367183938235,53.57142857142857,14.003944773175615,9.819999999999968,112,0.08767857142857118,1.689122807017542,2.036363636363636,55,4500,60,0.02,0.1,60
5.5033367183938235,53.57142857142857,14.003944773175615,9.819999999999968,112,0.08767857142857118,1.689122807017542,2.036363636363636,55,4500,65,0.02,0.1,60
5.4920026701071265,57.407407407407405,18.664226898444696,10.929999999999986,108,0.10120370370370359,1.8779116465863446,1.894736842105263,57,4000,60,0.02,0.2,60
5.4920026701071265,57.407407407407405,18.664226898444696,10.929999999999986,108,0.10120370370370359,1.8779116465863446,1.894736842105263,57,4000,65,0.02,0.2,60
5.4889462949432195,56.14035087719298,10.075566750629772,11.13999999999995,114,0.09771929824561365,1.8161172161172128,2.0,57,3000,85,0.04,0.1,60
5.48859750911734,57.446808510638306,20.81712062256831,10.279999999999934,94,0.10936170212765887,1.9652582159624352,1.8076923076923077,52,4500,80,0.04,0.2,60
5.475696562852386,58.06451612903226,14.577259475218787,10.139999999999942,93,0.10903225806451552,1.979710144927531,1.7222222222222223,54,4000,85,0.04,0.2,60
5.471403523705758,55.172413793103445,9.404388714733548,12.450000000000014,116,0.10732758620689677,1.8736842105263174,1.8709677419354838,62,2000,70,0.06,0.05,60
5.469255436175952,54.54545454545454,15.483870967742064,12.069999999999993,132,0.09143939393939393,1.724924924924925,2.1639344262295084,61,2000,60,0.04,0.15,60
5.468417900219411,54.761904761904766,12.953367875647729,11.279999999999943,126,0.08952380952380914,1.7161904761904732,2.0655737704918034,61,3000,75,0.04,0.05,60
5.466851046279561,57.647058823529406,17.60797342192704,9.029999999999964,85,0.10623529411764657,1.9555555555555517,1.8478260869565217,46,4500,65,0.04,0.3,60
5.459607079053787,57.95454545454546,17.405063291139385,9.479999999999967,88,0.10772727272727237,1.972307692307689,1.7959183673469388,49,3500,65,0.04,0.3,60
5.459607079053787,57.95454545454546,17.405063291139385,9.479999999999967,88,0.10772727272727237,1.972307692307689,1.7959183673469388,49,3500,70,0.04,0.3,60
5.459607079053787,57.95454545454546,17.405063291139385,9.479999999999967,88,0.10772727272727237,1.972307692307689,1.7959183673469388,49,3500,75,0.04,0.3,60
5.455027147299481,57.647058823529406,17.647058823529534,9.009999999999968,85,0.10599999999999955,1.95343915343915,1.8478260869565217,46,4500,60,0.04,0.3,60
5.4549628422051235,57.95454545454546,17.47881355932219,9.43999999999996,88,0.10727272727272684,1.9682051282051243,1.7959183673469388,49,3500,80,0.04,0.3,60
5.451244093751259,55.55555555555556,15.465729349736435,10.759999999999986,117,0.09196581196581188,1.755087719298245,1.9830508474576272,59,4000,60,0.02,0.15,60
5.451244093751259,55.55555555555556,15.465729349736435,10.759999999999986,117,0.09196581196581188,1.755087719298245,1.9830508474576272,59,4000,65,0.02,0.15,60
5.448280540655317,57.95454545454546,17.441860465116417,9.45999999999997,88,0.10749999999999969,1.9702564102564075,1.7959183673469388,49,3500,60,0.04,0.3,60
5.4423125775359855,57.95454545454546,20.310880829015645,9.649999999999949,88,0.10965909090909033,1.9897435897435845,1.7254901960784315,51,4500,85,0.04,0.25,60
5.43715933953667,58.252427184466015,11.558669001751506,11.309999999999926,103,0.10980582524271774,1.9792207792207732,1.8727272727272728,55,3000,85,0.04,0.2,60
5.436447312691338,54.54545454545454,16.09388097233878,11.309999999999976,121,0.09347107438016511,1.7465346534653454,2.086206896551724,58,2500,60,0.04,0.15,60
5.431357742875121,60.0,9.750000000000249,7.849999999999984,65,0.1207692307692305,2.2170542635658887,1.5116279069767442,43,3500,90,0.02,0.1,100
5.430098570152787,57.446808510638306,27.474747474747662,9.749999999999954,94,0.10372340425531866,1.9154929577464748,1.7735849056603774,53,4000,60,0.04,0.25,60
5.430098570152787,57.446808510638306,27.474747474747662,9.749999999999954,94,0.10372340425531866,1.9154929577464748,1.7735849056603774,53,4000,65,0.04,0.25,60
5.430098570152787,57.446808510638306,27.474747474747662,9.749999999999954,94,0.10372340425531866,1.9154929577464748,1.7735849056603774,53,4000,70,0.04,0.25,60
5.430098570152787,57.446808510638306,27.474747474747662,9.749999999999954,94,0.10372340425531866,1.9154929577464748,1.7735849056603774,53,4000,75,0.04,0.25,60
5.426807373315401,54.12844036697248,16.848364717542168,9.769999999999976,109,0.0896330275229356,1.7157509157509143,1.981818181818182,55,4500,60,0.02,0.15,60
5.426807373315401,54.12844036697248,16.848364717542168,9.769999999999976,109,0.0896330275229356,1.7157509157509143,1.981818181818182,55,4500,65,0.02,0.15,60
5.418666475532477,57.407407407407405,16.739319965126647,11.469999999999919,108,0.10620370370370301,1.9212851405622429,1.9285714285714286,56,3000,65,0.04,0.2,60
5.418666475532477,57.407407407407405,16.739319965126647,11.469999999999919,108,0.10620370370370301,1.9212851405622429,1.9285714285714286,56,3000,60,0.04,0.2,60
5.417782442942791,54.761904761904766,13.092161929371365,11.39999999999997,126,0.09047619047619027,1.7238095238095223,2.0655737704918034,61,4000,60,0.02,0.05,60
5.4103291694478095,56.52173913043478,20.347648261758813,9.779999999999955,92,0.10630434782608648,1.9183098591549255,1.84,50,5000,65,0.04,0.2,60
5.409769509148775,54.400000000000006,12.679628064243484,11.21999999999999,125,0.08975999999999998,1.7123809523809523,2.0491803278688523,61,2500,85,0.04,0.05,60
5.409622373616289,56.12244897959183,10.938924339106727,10.349999999999952,98,0.10561224489795873,1.8961038961038925,1.8148148148148149,54,5000,85,0.04,0.05,60
5.403587097717695,55.670103092783506,14.325581395348971,10.129999999999953,97,0.1044329896907212,1.8770562770562735,1.830188679245283,53,5000,80,0.04,0.1,60
5.399400500325313,56.52173913043478,20.389344262295197,9.759999999999959,92,0.1060869565217387,1.9164319248826254,1.84,50,5000,60,0.04,0.2,60
5.386392755101385,55.670103092783506,8.687258687258707,9.460000000000003,97,0.09752577319587634,1.8190476190476197,1.7962962962962963,54,4000,90,0.04,0.1,60
5.379894554476828,57.54716981132076,16.739319965126647,11.359999999999923,106,0.10716981132075404,1.9349794238683067,1.9272727272727272,55,3000,75,0.04,0.2,60
5.378856965086165,59.375,9.836065573770727,7.779999999999998,64,0.12156249999999995,2.2062015503875965,1.4883720930232558,43,4000,90,0.02,0.1,100
5.376731914287062,56.00000000000001,10.948905109489084,10.059999999999993,100,0.10059999999999995,1.8489451476793246,1.8181818181818181,55,4000,90,0.04,0.05,60
5.365507388402795,55.33980582524271,15.39855072463761,10.41999999999995,103,0.10116504854368885,1.836947791164655,1.9074074074074074,54,5000,60,0.04,0.05,60
5.365507388402795,55.33980582524271,15.39855072463761,10.41999999999995,103,0.10116504854368885,1.836947791164655,1.9074074074074074,54,5000,65,0.04,0.05,60
5.364139592100743,60.0,9.341317365269697,8.199999999999985,65,0.12615384615384592,2.2713178294573617,1.5116279069767442,43,2000,90,0.04,0.1,100
5.363366962311612,57.54716981132076,16.827344434706646,11.299999999999914,106,0.1066037735849049,1.9300411522633676,1.9272727272727272,55,3000,80,0.04,0.2,60
5.362570061966895,55.46218487394958,13.157894736842179,11.069999999999952,119,0.09302521008403328,1.7608247422680388,1.9833333333333334,60,3000,85,0.04,0.05,60
5.360764407767417,55.75221238938053,17.036379769299213,11.269999999999953,113,0.0997345132743359,1.8256410256410225,2.017857142857143,56,2500,60,0.04,0.2,60
5.3559187917684445,57.14285714285714,28.207847295864457,9.429999999999952,91,0.10362637362637307,1.9111111111111065,1.7843137254901962,51,4500,70,0.04,0.25,60
5.3559187917684445,57.14285714285714,28.207847295864457,9.429999999999952,91,0.10362637362637307,1.9111111111111065,1.7843137254901962,51,4500,75,0.04,0.25,60
5.353665110485967,55.44554455445545,17.663817663817795,9.909999999999979,101,0.09811881188118791,1.8156378600823029,1.8703703703703705,54,4500,60,0.04,0.15,60
5.353665110485967,55.44554455445545,17.663817663817795,9.909999999999979,101,0.09811881188118791,1.8156378600823029,1.8703703703703705,54,4500,65,0.04,0.15,60
5.353665110485967,55.44554455445545,17.663817663817795,9.909999999999979,101,0.09811881188118791,1.8156378600823029,1.8703703703703705,54,4500,70,0.04,0.15,60
5.353665110485967,55.44554455445545,17.663817663817795,9.909999999999979,101,0.09811881188118791,1.8156378600823029,1.8703703703703705,54,4500,75,0.04,0.15,60
5.350001334545372,53.63636363636364,14.43695861405201,9.699999999999967,110,0.08818181818181789,1.6953405017921126,2.037037037037037,54,4500,75,0.02,0.1,60
5.348253235224204,53.79746835443038,12.797619047619103,12.829999999999968,158,0.08120253164556948,1.6335802469135792,2.289855072463768,69,2000,60,0.02,0.1,60
5.341180752691276,54.285714285714285,14.478764478764539,9.949999999999939,105,0.09476190476190424,1.7624521072796893,1.9444444444444444,54,5000,60,0.02,0.1,60
5.341180752691276,54.285714285714285,14.478764478764539,9.949999999999939,105,0.09476190476190424,1.7624521072796893,1.9444444444444444,54,5000,65,0.02,0.1,60
5.341180752691276,54.285714285714285,14.478764478764539,9.949999999999939,105,0.09476190476190424,1.7624521072796893,1.9444444444444444,54,5000,70,0.02,0.1,60
5.340223587128097,54.330708661417326,14.423922603342316,11.06999999999995,127,0.0871653543307083,1.6897196261682215,2.0483870967741935,62,3000,65,0.04,0.05,60
5.340223587128097,54.330708661417326,14.423922603342316,11.06999999999995,127,0.0871653543307083,1.6897196261682215,2.0483870967741935,62,3000,60,0.04,0.05,60
